"","id_men","id_pers","id_depl","heuredep","mindep","heurearr","minarr","D12","motifor","NB_velo","VP_DISPO","duree","motifor1","deptime","arrtime","midtime","heuremid","nb_veh","cluster","rhour"
"1",101012,101012001,1010120011,14,0,14,5,290,1,1,0,5,"DOM",2024-02-01 14:00:00,2024-02-01 14:05:00,2024-02-01 14:02:30,14,1,"3",0
"2",101012,101012001,1010120012,14,35,14,40,290,32,1,0,5,"SHO",2024-02-01 14:35:00,2024-02-01 14:40:00,2024-02-01 14:37:30,14,1,"3",0
"3",101012,101012001,1010120013,14,45,15,5,1159,1,1,0,20,"DOM",2024-02-01 14:45:00,2024-02-01 15:05:00,2024-02-01 14:55:00,14,1,"3",0
"4",101012,101012001,1010120014,15,10,15,30,1159,42,1,0,20,"SHO",2024-02-01 15:10:00,2024-02-01 15:30:00,2024-02-01 15:20:00,15,1,"3",0
"5",101012,101012001,1010120015,20,45,21,10,1449,1,1,0,25,"DOM",2024-02-01 20:45:00,2024-02-01 21:10:00,2024-02-01 20:57:30,20,1,"3",0
"6",101012,101012001,1010120016,0,30,0,55,1449,53,1,0,25,"LEI",2024-02-01 00:30:00,2024-02-01 00:55:00,2024-02-01 00:42:30,0,1,"3",0
"7",101018,101018001,1010180011,8,30,8,50,14491,1,2,1,20,"DOM",2024-02-01 08:30:00,2024-02-01 08:50:00,2024-02-01 08:40:00,8,3,"1",1
"8",101018,101018001,1010180012,19,0,19,30,14491,11,2,1,30,"DOM",2024-02-01 19:00:00,2024-02-01 19:30:00,2024-02-01 19:15:00,19,3,"1",0
"9",101018,101018002,1010180021,15,45,16,0,2421,1,2,1,15,"DOM",2024-02-01 15:45:00,2024-02-01 16:00:00,2024-02-01 15:52:30,15,3,"1",0
"10",101018,101018002,1010180022,17,0,17,15,2421,41,2,1,15,"SHO",2024-02-01 17:00:00,2024-02-01 17:15:00,2024-02-01 17:07:30,17,3,"1",1
"11",101019,101019001,1010190011,9,45,10,0,870,1,6,1,15,"DOM",2024-02-01 09:45:00,2024-02-01 10:00:00,2024-02-01 09:52:30,9,7,"2",1
"12",101019,101019001,1010190012,10,30,10,45,870,43,6,1,15,"SHO",2024-02-01 10:30:00,2024-02-01 10:45:00,2024-02-01 10:37:30,10,7,"2",0
"13",101019,101019001,1010190013,10,50,10,55,290,33,6,1,5,"SHO",2024-02-01 10:50:00,2024-02-01 10:55:00,2024-02-01 10:52:30,10,7,"2",0
"14",101019,101019001,1010190014,15,45,15,58,753,1,6,1,13,"DOM",2024-02-01 15:45:00,2024-02-01 15:58:00,2024-02-01 15:51:30,15,7,"2",0
"15",101019,101019001,1010190015,16,5,16,25,3138,42,6,1,20,"SHO",2024-02-01 16:05:00,2024-02-01 16:25:00,2024-02-01 16:15:00,16,7,"2",1
"16",101019,101019001,1010190016,17,10,17,40,4056,12,6,1,30,"TRA",2024-02-01 17:10:00,2024-02-01 17:40:00,2024-02-01 17:25:00,17,7,"2",1
"17",101019,101019001,1010190017,18,0,19,7,3883,1,6,1,67,"DOM",2024-02-01 18:00:00,2024-02-01 19:07:00,2024-02-01 18:33:30,18,7,"2",1
"18",101019,101019001,1010190018,19,7,20,15,3942,12,6,1,68,"TRA",2024-02-01 19:07:00,2024-02-01 20:15:00,2024-02-01 19:41:00,19,7,"2",0
"19",101019,101019001,1010190019,21,50,21,55,290,1,6,1,5,"DOM",2024-02-01 21:50:00,2024-02-01 21:55:00,2024-02-01 21:52:30,21,7,"2",0
"20",101019,101019001,1010190020,0,0,0,5,290,51,6,1,5,"LEI",2024-02-01 00:00:00,2024-02-01 00:05:00,2024-02-01 00:02:30,0,7,"2",0
"21",101019,101019002,1010190021,15,45,15,58,753,1,6,1,13,"DOM",2024-02-01 15:45:00,2024-02-01 15:58:00,2024-02-01 15:51:30,15,7,"2",0
"22",101019,101019002,1010190022,16,5,16,25,3138,61,6,1,20,"ACC",2024-02-01 16:05:00,2024-02-01 16:25:00,2024-02-01 16:15:00,16,7,"2",1
"23",101019,101019002,1010190023,17,0,17,10,579,61,6,1,10,"ACC",2024-02-01 17:00:00,2024-02-01 17:10:00,2024-02-01 17:05:00,17,7,"2",1
"24",101019,101019002,1010190024,17,10,17,40,3782,51,6,1,30,"LEI",2024-02-01 17:10:00,2024-02-01 17:40:00,2024-02-01 17:25:00,17,7,"2",1
"25",101019,101019002,1010190025,17,50,18,0,579,42,6,1,10,"SHO",2024-02-01 17:50:00,2024-02-01 18:00:00,2024-02-01 17:55:00,17,7,"2",1
"26",101019,101019002,1010190026,18,50,18,55,290,32,6,1,5,"SHO",2024-02-01 18:50:00,2024-02-01 18:55:00,2024-02-01 18:52:30,18,7,"2",1
"27",101019,101019002,1010190027,19,0,19,15,870,62,6,1,15,"ACC",2024-02-01 19:00:00,2024-02-01 19:15:00,2024-02-01 19:07:30,19,7,"2",0
"28",101019,101019002,1010190028,19,20,19,25,290,33,6,1,5,"SHO",2024-02-01 19:20:00,2024-02-01 19:25:00,2024-02-01 19:22:30,19,7,"2",0
"29",101019,101019002,1010190029,19,25,19,30,290,52,6,1,5,"LEI",2024-02-01 19:25:00,2024-02-01 19:30:00,2024-02-01 19:27:30,19,7,"2",0
"30",101019,101019002,1010190030,19,45,20,0,927,54,6,1,15,"LEI",2024-02-01 19:45:00,2024-02-01 20:00:00,2024-02-01 19:52:30,19,7,"2",0
"31",101019,101019002,1010190031,20,10,20,13,174,32,6,1,3,"SHO",2024-02-01 20:10:00,2024-02-01 20:13:00,2024-02-01 20:11:30,20,7,"2",0
"32",101019,101019002,1010190032,21,50,21,55,290,1,6,1,5,"DOM",2024-02-01 21:50:00,2024-02-01 21:55:00,2024-02-01 21:52:30,21,7,"2",0
"33",101019,101019002,1010190033,0,0,0,5,290,51,6,1,5,"LEI",2024-02-01 00:00:00,2024-02-01 00:05:00,2024-02-01 00:02:30,0,7,"2",0
"34",101019,101019003,1010190031,10,30,10,45,793,1,6,1,15,"DOM",2024-02-01 10:30:00,2024-02-01 10:45:00,2024-02-01 10:37:30,10,7,"2",0
"35",101019,101019003,1010190032,16,30,16,45,793,11,6,1,15,"DOM",2024-02-01 16:30:00,2024-02-01 16:45:00,2024-02-01 16:37:30,16,7,"2",1
"36",101019,101019003,1010190033,17,15,17,30,870,1,6,1,15,"DOM",2024-02-01 17:15:00,2024-02-01 17:30:00,2024-02-01 17:22:30,17,7,"2",1
"37",101019,101019003,1010190034,18,45,19,15,1739,54,6,1,30,"LEI",2024-02-01 18:45:00,2024-02-01 19:15:00,2024-02-01 19:00:00,19,7,"2",0
"38",101019,101019003,1010190035,19,15,19,35,1159,62,6,1,20,"ACC",2024-02-01 19:15:00,2024-02-01 19:35:00,2024-02-01 19:25:00,19,7,"2",0
"39",101019,101019003,1010190036,22,30,23,0,1739,51,6,1,30,"LEI",2024-02-01 22:30:00,2024-02-01 23:00:00,2024-02-01 22:45:00,22,7,"2",0
"40",101019,101019003,1010190037,1,0,1,20,1159,53,6,1,20,"LEI",2024-02-01 01:00:00,2024-02-01 01:20:00,2024-02-01 01:10:00,1,7,"2",0
"41",101019,101019004,1010190041,8,10,8,20,2822,1,6,1,10,"DOM",2024-02-01 08:10:00,2024-02-01 08:20:00,2024-02-01 08:15:00,8,7,"2",1
"42",101019,101019004,1010190042,11,30,11,55,2874,11,6,1,25,"DOM",2024-02-01 11:30:00,2024-02-01 11:55:00,2024-02-01 11:42:30,11,7,"2",0
"43",101019,101019004,1010190043,12,35,12,50,2874,41,6,1,15,"SHO",2024-02-01 12:35:00,2024-02-01 12:50:00,2024-02-01 12:42:30,12,7,"2",0
"44",101019,101019004,1010190044,12,55,13,0,290,33,6,1,5,"SHO",2024-02-01 12:55:00,2024-02-01 13:00:00,2024-02-01 12:57:30,12,7,"2",0
"45",101019,101019004,1010190045,19,0,19,5,426,11,6,1,5,"DOM",2024-02-01 19:00:00,2024-02-01 19:05:00,2024-02-01 19:02:30,19,7,"2",0
"46",101019,101019004,1010190046,19,10,19,30,2822,42,6,1,20,"SHO",2024-02-01 19:10:00,2024-02-01 19:30:00,2024-02-01 19:20:00,19,7,"2",0
"47",101019,101019004,1010190047,21,50,21,55,290,1,6,1,5,"DOM",2024-02-01 21:50:00,2024-02-01 21:55:00,2024-02-01 21:52:30,21,7,"2",0
"48",101019,101019004,1010190048,0,0,0,5,290,51,6,1,5,"LEI",2024-02-01 00:00:00,2024-02-01 00:05:00,2024-02-01 00:02:30,0,7,"2",0
"49",101028,101028001,1010280011,18,30,21,30,1076,12,4,1,180,"TRA",2024-02-01 18:30:00,2024-02-01 21:30:00,2024-02-01 20:00:00,20,5,"2",0
"50",101028,101028001,1010280011,18,30,21,30,2798,12,4,1,180,"TRA",2024-02-01 18:30:00,2024-02-01 21:30:00,2024-02-01 20:00:00,20,5,"2",0
"51",101028,101028002,1010280021,8,0,8,30,1505,1,4,1,30,"DOM",2024-02-01 08:00:00,2024-02-01 08:30:00,2024-02-01 08:15:00,8,5,"2",1
"52",101028,101028002,1010280022,13,0,13,5,290,11,4,1,5,"DOM",2024-02-01 13:00:00,2024-02-01 13:05:00,2024-02-01 13:02:30,13,5,"2",0
"53",101028,101028002,1010280023,13,45,13,50,290,53,4,1,5,"LEI",2024-02-01 13:45:00,2024-02-01 13:50:00,2024-02-01 13:47:30,13,5,"2",0
"54",101028,101028002,1010280024,19,15,19,45,1505,11,4,1,30,"DOM",2024-02-01 19:15:00,2024-02-01 19:45:00,2024-02-01 19:30:00,19,5,"2",0
"55",101028,101028003,1010280031,9,30,9,45,1019,1,4,1,15,"DOM",2024-02-01 09:30:00,2024-02-01 09:45:00,2024-02-01 09:37:30,9,5,"2",1
"56",101028,101028003,1010280032,13,0,13,15,1019,24,4,1,15,"LYC",2024-02-01 13:00:00,2024-02-01 13:15:00,2024-02-01 13:07:30,13,5,"2",0
"57",101028,101028003,1010280033,13,45,14,0,1019,1,4,1,15,"DOM",2024-02-01 13:45:00,2024-02-01 14:00:00,2024-02-01 13:52:30,13,5,"2",0
"58",101028,101028003,1010280034,18,0,18,15,1019,24,4,1,15,"LYC",2024-02-01 18:00:00,2024-02-01 18:15:00,2024-02-01 18:07:30,18,5,"2",1
"59",101028,101028003,1010280035,20,0,20,10,579,1,4,1,10,"DOM",2024-02-01 20:00:00,2024-02-01 20:10:00,2024-02-01 20:05:00,20,5,"2",0
"60",101028,101028003,1010280036,20,15,20,25,579,54,4,1,10,"LEI",2024-02-01 20:15:00,2024-02-01 20:25:00,2024-02-01 20:20:00,20,5,"2",0
"61",101028,101028003,1010280037,21,0,21,10,579,53,4,1,10,"LEI",2024-02-01 21:00:00,2024-02-01 21:10:00,2024-02-01 21:05:00,21,5,"2",0
"62",101028,101028003,1010280038,0,0,0,10,579,53,4,1,10,"LEI",2024-02-01 00:00:00,2024-02-01 00:10:00,2024-02-01 00:05:00,0,5,"2",0
"63",101028,101028003,1010280039,1,0,1,10,579,54,4,1,10,"LEI",2024-02-01 01:00:00,2024-02-01 01:10:00,2024-02-01 01:05:00,1,5,"2",0
"64",101028,101028004,1010280041,7,35,7,50,1019,1,4,1,15,"DOM",2024-02-01 07:35:00,2024-02-01 07:50:00,2024-02-01 07:42:30,7,5,"2",1
"65",101028,101028004,1010280042,11,5,11,15,1019,23,4,1,10,"LYC",2024-02-01 11:05:00,2024-02-01 11:15:00,2024-02-01 11:10:00,11,5,"2",0
"66",101028,101028004,1010280043,12,45,13,0,1019,1,4,1,15,"DOM",2024-02-01 12:45:00,2024-02-01 13:00:00,2024-02-01 12:52:30,12,5,"2",0
"67",101028,101028004,1010280044,17,5,17,20,1122,23,4,1,15,"LYC",2024-02-01 17:05:00,2024-02-01 17:20:00,2024-02-01 17:12:30,17,5,"2",1
"68",101028,101028004,1010280045,18,40,19,0,798,54,4,1,20,"LEI",2024-02-01 18:40:00,2024-02-01 19:00:00,2024-02-01 18:50:00,18,5,"2",1
"69",101028,101028004,1010280046,20,10,20,20,579,1,4,1,10,"DOM",2024-02-01 20:10:00,2024-02-01 20:20:00,2024-02-01 20:15:00,20,5,"2",0
"70",101036,101036002,1010360021,7,30,8,0,749,1,2,1,30,"DOM",2024-02-01 07:30:00,2024-02-01 08:00:00,2024-02-01 07:45:00,7,3,"1",1
"71",101036,101036002,1010360022,12,15,12,40,749,23,2,1,25,"LYC",2024-02-01 12:15:00,2024-02-01 12:40:00,2024-02-01 12:27:30,12,3,"1",0
"72",101036,101036002,1010360023,14,0,14,20,1019,1,2,1,20,"DOM",2024-02-01 14:00:00,2024-02-01 14:20:00,2024-02-01 14:10:00,14,3,"1",0
"73",101036,101036002,1010360024,14,25,15,45,169,53,2,1,80,"LEI",2024-02-01 14:25:00,2024-02-01 15:45:00,2024-02-01 15:05:00,15,3,"1",0
"74",101036,101036002,1010360025,15,45,17,5,1019,52,2,1,80,"LEI",2024-02-01 15:45:00,2024-02-01 17:05:00,2024-02-01 16:25:00,16,3,"1",1
"75",101036,101036002,1010360026,17,30,17,45,1019,1,2,1,15,"DOM",2024-02-01 17:30:00,2024-02-01 17:45:00,2024-02-01 17:37:30,17,3,"1",1
"76",101036,101036002,1010360027,20,0,20,30,1019,51,2,1,30,"LEI",2024-02-01 20:00:00,2024-02-01 20:30:00,2024-02-01 20:15:00,20,3,"1",0
"77",101036,101036002,1010360028,22,30,22,31,57,53,2,1,1,"LEI",2024-02-01 22:30:00,2024-02-01 22:31:00,2024-02-01 22:30:30,22,3,"1",0
"78",101036,101036002,1010360029,22,45,22,48,174,51,2,1,3,"LEI",2024-02-01 22:45:00,2024-02-01 22:48:00,2024-02-01 22:46:30,22,3,"1",0
"79",101038,101038001,1010380011,6,0,6,40,1800,1,0,0,40,"DOM",2024-02-01 06:00:00,2024-02-01 06:40:00,2024-02-01 06:20:00,6,0,"3",0
"80",101038,101038001,1010380012,10,30,10,55,1800,11,0,0,25,"DOM",2024-02-01 10:30:00,2024-02-01 10:55:00,2024-02-01 10:42:30,10,0,"3",0
"81",101038,101038001,1010380013,14,30,14,45,1800,1,0,0,15,"DOM",2024-02-01 14:30:00,2024-02-01 14:45:00,2024-02-01 14:37:30,14,0,"3",0
"82",101038,101038001,1010380014,16,30,16,50,1800,61,0,0,20,"ACC",2024-02-01 16:30:00,2024-02-01 16:50:00,2024-02-01 16:40:00,16,0,"3",1
"83",101038,101038001,1010380015,17,0,17,30,1739,1,0,0,30,"DOM",2024-02-01 17:00:00,2024-02-01 17:30:00,2024-02-01 17:15:00,17,0,"3",1
"84",101038,101038001,1010380016,17,30,18,0,1739,52,0,0,30,"LEI",2024-02-01 17:30:00,2024-02-01 18:00:00,2024-02-01 17:45:00,17,0,"3",1
"85",101038,101038002,1010380021,9,45,10,15,2563,1,0,0,30,"DOM",2024-02-01 09:45:00,2024-02-01 10:15:00,2024-02-01 10:00:00,10,0,"3",0
"86",101038,101038002,1010380022,12,45,13,15,2563,25,0,0,30,"UNI",2024-02-01 12:45:00,2024-02-01 13:15:00,2024-02-01 13:00:00,13,0,"3",0
"87",101038,101038002,1010380023,14,30,14,45,1800,1,0,0,15,"DOM",2024-02-01 14:30:00,2024-02-01 14:45:00,2024-02-01 14:37:30,14,0,"3",0
"88",101038,101038002,1010380024,16,30,16,50,1800,41,0,0,20,"SHO",2024-02-01 16:30:00,2024-02-01 16:50:00,2024-02-01 16:40:00,16,0,"3",1
"89",101038,101038002,1010380025,17,0,17,30,1739,1,0,0,30,"DOM",2024-02-01 17:00:00,2024-02-01 17:30:00,2024-02-01 17:15:00,17,0,"3",1
"90",101038,101038002,1010380026,17,30,18,0,1739,52,0,0,30,"LEI",2024-02-01 17:30:00,2024-02-01 18:00:00,2024-02-01 17:45:00,17,0,"3",1
"91",101041,101041001,1010410011,13,45,14,0,870,1,0,0,15,"DOM",2024-02-01 13:45:00,2024-02-01 14:00:00,2024-02-01 13:52:30,13,0,"3",0
"92",101041,101041001,1010410012,15,30,15,35,290,33,0,0,5,"SHO",2024-02-01 15:30:00,2024-02-01 15:35:00,2024-02-01 15:32:30,15,0,"3",0
"93",101041,101041001,1010410013,15,36,15,37,57,42,0,0,1,"SHO",2024-02-01 15:36:00,2024-02-01 15:37:00,2024-02-01 15:36:30,15,0,"3",0
"94",101041,101041001,1010410014,15,40,15,42,116,33,0,0,2,"SHO",2024-02-01 15:40:00,2024-02-01 15:42:00,2024-02-01 15:41:00,15,0,"3",0
"95",101041,101041001,1010410015,16,15,16,17,116,32,0,0,2,"SHO",2024-02-01 16:15:00,2024-02-01 16:17:00,2024-02-01 16:16:00,16,0,"3",1
"96",101041,101041001,1010410016,16,20,16,25,290,41,0,0,5,"SHO",2024-02-01 16:20:00,2024-02-01 16:25:00,2024-02-01 16:22:30,16,0,"3",1
"97",101050,101050001,1010500011,8,10,8,20,1406,1,4,1,10,"DOM",2024-02-01 08:10:00,2024-02-01 08:20:00,2024-02-01 08:15:00,8,5,"2",1
"98",101050,101050001,1010500012,8,20,8,25,1406,63,4,1,5,"ACC",2024-02-01 08:20:00,2024-02-01 08:25:00,2024-02-01 08:22:30,8,5,"2",1
"99",101050,101050001,1010500013,8,25,8,40,1122,62,4,1,15,"ACC",2024-02-01 08:25:00,2024-02-01 08:40:00,2024-02-01 08:32:30,8,5,"2",1
"100",101050,101050001,1010500014,9,20,9,30,2060,63,4,1,10,"ACC",2024-02-01 09:20:00,2024-02-01 09:30:00,2024-02-01 09:25:00,9,5,"2",1
"101",101050,101050001,1010500015,12,30,12,35,290,11,4,1,5,"DOM",2024-02-01 12:30:00,2024-02-01 12:35:00,2024-02-01 12:32:30,12,5,"2",0
"102",101050,101050001,1010500016,13,30,13,35,290,53,4,1,5,"LEI",2024-02-01 13:30:00,2024-02-01 13:35:00,2024-02-01 13:32:30,13,5,"2",0
"103",101050,101050001,1010500017,18,20,18,30,1506,11,4,1,10,"DOM",2024-02-01 18:20:00,2024-02-01 18:30:00,2024-02-01 18:25:00,18,5,"2",1
"104",101050,101050001,1010500018,18,30,18,45,605,62,4,1,15,"ACC",2024-02-01 18:30:00,2024-02-01 18:45:00,2024-02-01 18:37:30,18,5,"2",1
"105",101050,101050002,1010500021,7,50,8,0,579,1,4,1,10,"DOM",2024-02-01 07:50:00,2024-02-01 08:00:00,2024-02-01 07:55:00,7,5,"2",1
"106",101050,101050002,1010500022,12,0,12,5,290,24,4,1,5,"LYC",2024-02-01 12:00:00,2024-02-01 12:05:00,2024-02-01 12:02:30,12,5,"2",0
"107",101050,101050002,1010500023,12,45,12,50,290,53,4,1,5,"LEI",2024-02-01 12:45:00,2024-02-01 12:50:00,2024-02-01 12:47:30,12,5,"2",0
"108",101050,101050002,1010500024,16,0,16,5,290,24,4,1,5,"LYC",2024-02-01 16:00:00,2024-02-01 16:05:00,2024-02-01 16:02:30,16,5,"2",1
"109",101050,101050002,1010500025,16,10,16,15,290,33,4,1,5,"SHO",2024-02-01 16:10:00,2024-02-01 16:15:00,2024-02-01 16:12:30,16,5,"2",1
"110",101050,101050003,1010500031,8,25,8,40,1122,1,4,1,15,"DOM",2024-02-01 08:25:00,2024-02-01 08:40:00,2024-02-01 08:32:30,8,5,"2",1
"111",101050,101050003,1010500032,9,20,9,50,2398,41,4,1,30,"SHO",2024-02-01 09:20:00,2024-02-01 09:50:00,2024-02-01 09:35:00,9,5,"2",1
"112",101050,101050003,1010500033,18,40,19,0,1289,23,4,1,20,"LYC",2024-02-01 18:40:00,2024-02-01 19:00:00,2024-02-01 18:50:00,18,5,"2",1
"113",101050,101050004,1010500041,8,10,8,20,1406,1,4,1,10,"DOM",2024-02-01 08:10:00,2024-02-01 08:20:00,2024-02-01 08:15:00,8,5,"2",1
"114",101050,101050004,1010500042,16,30,16,55,1449,22,4,1,25,"PRI",2024-02-01 16:30:00,2024-02-01 16:55:00,2024-02-01 16:42:30,16,5,"2",1
"115",101050,101050004,1010500043,18,30,18,45,605,51,4,1,15,"LEI",2024-02-01 18:30:00,2024-02-01 18:45:00,2024-02-01 18:37:30,18,5,"2",1
"116",101056,101056001,1010560011,19,45,22,55,579.571428571429,53,0,0,190,"LEI",2024-02-01 19:45:00,2024-02-01 22:55:00,2024-02-01 21:20:00,21,0,"3",0
"117",101056,101056002,1010560021,10,0,10,5,290,1,0,0,5,"DOM",2024-02-01 10:00:00,2024-02-01 10:05:00,2024-02-01 10:02:30,10,0,"3",0
"118",101056,101056002,1010560022,16,0,16,5,290,11,0,0,5,"DOM",2024-02-01 16:00:00,2024-02-01 16:05:00,2024-02-01 16:02:30,16,0,"3",1
"119",101056,101056002,1010560023,16,30,16,35,290,1,0,0,5,"DOM",2024-02-01 16:30:00,2024-02-01 16:35:00,2024-02-01 16:32:30,16,0,"3",1
"120",101056,101056002,1010560024,16,55,17,0,290,33,0,0,5,"SHO",2024-02-01 16:55:00,2024-02-01 17:00:00,2024-02-01 16:57:30,16,0,"3",1
"121",101063,101063001,1010630011,10,30,11,0,13414,1,2,1,30,"DOM",2024-02-01 10:30:00,2024-02-01 11:00:00,2024-02-01 10:45:00,10,3,"1",0
"122",101063,101063001,1010630012,18,15,18,45,13414,54,2,1,30,"LEI",2024-02-01 18:15:00,2024-02-01 18:45:00,2024-02-01 18:30:00,18,3,"1",1
"123",101063,101063002,1010630021,8,20,8,30,1622,1,2,1,10,"DOM",2024-02-01 08:20:00,2024-02-01 08:30:00,2024-02-01 08:25:00,8,3,"1",1
"124",101063,101063002,1010630022,9,15,9,25,493,11,2,1,10,"DOM",2024-02-01 09:15:00,2024-02-01 09:25:00,2024-02-01 09:20:00,9,3,"1",1
"125",101063,101063002,1010630023,10,0,10,10,493,12,2,1,10,"TRA",2024-02-01 10:00:00,2024-02-01 10:10:00,2024-02-01 10:05:00,10,3,"1",0
"126",101063,101063002,1010630024,13,30,13,40,1622,11,2,1,10,"DOM",2024-02-01 13:30:00,2024-02-01 13:40:00,2024-02-01 13:35:00,13,3,"1",0
"127",101063,101063002,1010630025,14,10,14,15,290,12,2,1,5,"TRA",2024-02-01 14:10:00,2024-02-01 14:15:00,2024-02-01 14:12:30,14,3,"1",0
"128",101063,101063002,1010630026,15,0,15,5,290,12,2,1,5,"TRA",2024-02-01 15:00:00,2024-02-01 15:05:00,2024-02-01 15:02:30,15,3,"1",0
"129",101063,101063002,1010630027,15,35,15,40,290,12,2,1,5,"TRA",2024-02-01 15:35:00,2024-02-01 15:40:00,2024-02-01 15:37:30,15,3,"1",0
"130",101063,101063002,1010630028,16,25,16,35,1622,12,2,1,10,"TRA",2024-02-01 16:25:00,2024-02-01 16:35:00,2024-02-01 16:30:00,16,3,"1",1
"131",101063,101063002,1010630029,19,30,19,40,1622,11,2,1,10,"DOM",2024-02-01 19:30:00,2024-02-01 19:40:00,2024-02-01 19:35:00,19,3,"1",0
"132",101064,101064001,1010640011,8,20,8,25,290,1,1,4,5,"DOM",2024-02-01 08:20:00,2024-02-01 08:25:00,2024-02-01 08:22:30,8,5,"2",1
"133",101064,101064001,1010640012,8,35,8,40,290,63,1,4,5,"ACC",2024-02-01 08:35:00,2024-02-01 08:40:00,2024-02-01 08:37:30,8,5,"2",1
"134",101064,101064001,1010640013,11,25,11,30,290,1,1,4,5,"DOM",2024-02-01 11:25:00,2024-02-01 11:30:00,2024-02-01 11:27:30,11,5,"2",0
"135",101064,101064001,1010640014,11,35,11,40,290,62,1,4,5,"ACC",2024-02-01 11:35:00,2024-02-01 11:40:00,2024-02-01 11:37:30,11,5,"2",0
"136",101064,101064001,1010640015,13,20,13,25,290,1,1,4,5,"DOM",2024-02-01 13:20:00,2024-02-01 13:25:00,2024-02-01 13:22:30,13,5,"2",0
"137",101064,101064001,1010640016,13,30,13,35,290,63,1,4,5,"ACC",2024-02-01 13:30:00,2024-02-01 13:35:00,2024-02-01 13:32:30,13,5,"2",0
"138",101064,101064001,1010640017,16,25,16,30,290,1,1,4,5,"DOM",2024-02-01 16:25:00,2024-02-01 16:30:00,2024-02-01 16:27:30,16,5,"2",1
"139",101064,101064001,1010640018,16,35,16,40,290,62,1,4,5,"ACC",2024-02-01 16:35:00,2024-02-01 16:40:00,2024-02-01 16:37:30,16,5,"2",1
"140",101064,101064002,1010640021,7,45,10,45,1551,1,1,4,180,"DOM",2024-02-01 07:45:00,2024-02-01 10:45:00,2024-02-01 09:15:00,9,5,"2",1
"141",101064,101064002,1010640022,10,45,13,45,1551,81,1,4,180,"PRO",2024-02-01 10:45:00,2024-02-01 13:45:00,2024-02-01 12:15:00,12,5,"2",0
"142",101064,101064002,1010640023,15,30,15,35,290,1,1,4,5,"DOM",2024-02-01 15:30:00,2024-02-01 15:35:00,2024-02-01 15:32:30,15,5,"2",0
"143",101064,101064002,1010640024,16,40,16,45,290,12,1,4,5,"TRA",2024-02-01 16:40:00,2024-02-01 16:45:00,2024-02-01 16:42:30,16,5,"2",1
"144",101064,101064002,1010640025,17,30,17,35,290,1,1,4,5,"DOM",2024-02-01 17:30:00,2024-02-01 17:35:00,2024-02-01 17:32:30,17,5,"2",1
"145",101064,101064002,1010640026,19,55,20,0,290,54,1,4,5,"LEI",2024-02-01 19:55:00,2024-02-01 20:00:00,2024-02-01 19:57:30,19,5,"2",0
"146",101067,101067001,1010670011,16,0,16,10,579,1,2,1,10,"DOM",2024-02-01 16:00:00,2024-02-01 16:10:00,2024-02-01 16:05:00,16,3,"1",1
"147",101067,101067001,1010670012,16,15,16,52,2144,54,2,1,37,"LEI",2024-02-01 16:15:00,2024-02-01 16:52:00,2024-02-01 16:33:30,16,3,"1",1
"148",101067,101067001,1010670013,16,52,17,30,2203,52,2,1,38,"LEI",2024-02-01 16:52:00,2024-02-01 17:30:00,2024-02-01 17:11:00,17,3,"1",1
"149",101067,101067002,1010670021,10,30,10,32,116,1,2,1,2,"DOM",2024-02-01 10:30:00,2024-02-01 10:32:00,2024-02-01 10:31:00,10,3,"1",0
"150",101067,101067002,1010670022,11,0,11,5,290,34,2,1,5,"SHO",2024-02-01 11:00:00,2024-02-01 11:05:00,2024-02-01 11:02:30,11,3,"1",0
"151",101067,101067002,1010670023,11,30,11,40,579,33,2,1,10,"SHO",2024-02-01 11:30:00,2024-02-01 11:40:00,2024-02-01 11:35:00,11,3,"1",0
"152",101067,101067002,1010670024,14,0,14,50,5384,1,2,1,50,"DOM",2024-02-01 14:00:00,2024-02-01 14:50:00,2024-02-01 14:25:00,14,3,"1",0
"153",101067,101067002,1010670025,18,5,19,0,5384,54,2,1,55,"LEI",2024-02-01 18:05:00,2024-02-01 19:00:00,2024-02-01 18:32:30,18,3,"1",1
"154",101068,101068001,1010680011,9,0,9,25,2822,1,1,1,25,"DOM",2024-02-01 09:00:00,2024-02-01 09:25:00,2024-02-01 09:12:30,9,2,"1",1
"155",101068,101068001,1010680012,11,45,12,15,1739,11,1,1,30,"DOM",2024-02-01 11:45:00,2024-02-01 12:15:00,2024-02-01 12:00:00,12,2,"1",0
"156",101068,101068001,1010680013,12,15,12,45,1739,52,1,1,30,"LEI",2024-02-01 12:15:00,2024-02-01 12:45:00,2024-02-01 12:30:00,12,2,"1",0
"157",101068,101068001,1010680014,17,30,17,50,2822,11,1,1,20,"DOM",2024-02-01 17:30:00,2024-02-01 17:50:00,2024-02-01 17:40:00,17,2,"1",1
"158",101068,101068001,1010680014,17,30,17,50,2822,11,1,1,20,"DOM",2024-02-01 17:30:00,2024-02-01 17:50:00,2024-02-01 17:40:00,17,2,"1",1
"159",101068,101068001,1010680015,17,55,18,5,169,62,1,1,10,"ACC",2024-02-01 17:55:00,2024-02-01 18:05:00,2024-02-01 18:00:00,18,2,"1",1
"160",101068,101068002,1010680021,8,45,8,55,169,1,1,1,10,"DOM",2024-02-01 08:45:00,2024-02-01 08:55:00,2024-02-01 08:50:00,8,2,"1",1
